"","mObjID","mGlobID","# Interviewer","# Site","Screen: 18+","Screen: Have you been surveyed in the last 2 weeks?","Agreement to participate","Are you/have you been a resident, got a holiday home here or been here over 3 months?","If here for less than 3 months, how many DAYS will you be in the area in total on this trip?","While you are on your trip, do you have access to a motorised boat/jetski (private/rental)?","If YES, how many DAYS out of your trip will you be going out on a boat in total?","How many DAYS of your trip will you be doing coastal shore based activities in total?","Excluding this trip, how many times have you been to the area in the last 12 month?","created_date","mLong","mLat","exObjID","exGUID","# Is this a boat based or shore based activity?","If RECALL, what date did they go fishing?","What type of fishing did you do?","Did you use bait or lure?","What time did you START fishing at this site?","What time did you STOP fishing at this site?","What was your maximum hook depth (m) at this site?","Number of fish kept undamaged at this site?","How many fish did you release at this site?","How many shark bite offs did you get at this site?","What species of fish did you keep?","Why did you leave this site?","Comments.x","exGlobID","Did anything detract from the experience you had at this site?","exLong","exLat","exActivityType","nexObjID","nexGlobID","nexGUID","# Is this a boat-based or shore-based activity?","If RECALL, what date did they participant do the activity?","What activity did you do?","What time did you START the activity?","What time did you STOP the activity?","If DIVING, what was your maximum depth (m)?","Why did you CHOOSE this site?","Why did you LEAVE this site?","How many DAYS have you done this activity in the last 12 months?","How many YEARS have you been doing this activity?","Comments.y","Did anything detract from your experience at this site?","nexLong","nexLat","nexActivityType","aObjID","aGlobID","aGUID","How many days have you fished in the last 12 months?","How many years have you been fishing for?","Are you a scuba diver? If so, what is your certification?","If SCUBA DIVER, how many dives have you done?","What year were you born?","What is your postcode?","If VISITOR, where are you staying?","# Female or Male","# Number of females in party (excluding participant)","# Number of males in party (excluding participant)","# Number of girls in party","# Number of boys in party","# Boat Length (m)","# Boat number and/or name","Comments"
"94",80,"dcf47047-6c74-4e58-9e25-dfbb783e3919","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 7:02:13 AM",121.931311333488,-33.8332592511842,80,"dcf47047-6c74-4e58-9e25-dfbb783e3919","Boat",NA,"Demersal","Both","06:30","14:00",65,9,12,0,"Nanniguie, gummy shark, black ass,","Weather",NA,"88d9dd83-9064-45de-a9ae-5cd019ef96c7","Conditions",122.233677217128,-34.2468074095418,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,"a9e3d8c1-6da3-484c-8666-7564fc556730","dcf47047-6c74-4e58-9e25-dfbb783e3919",50,20,"None",NA,1998,6450,"Esperance","Male",NA,3,NA,NA,8,"Eu799","Asked about marine park and were very willing to listen"
"95",81,"76ddcb46-0c4e-4441-bd9e-3d890a74d6e6","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/22/2022 1:56:47 AM",121.894188276505,-33.8651313677191,81,"76ddcb46-0c4e-4441-bd9e-3d890a74d6e6","Boat",NA,"Casting","Lure","08:00","09:55",0,24,100,0,"Herring","EndOfDay",NA,"fc7b9398-3e40-46b4-8894-3d321d50b3b9",NA,121.902528916526,-33.8532964240394,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"8b991af8-0f28-406b-99f2-5df2e08010a5","76ddcb46-0c4e-4441-bd9e-3d890a74d6e6",0,62,"None",0,1952,6450,"Esperance","Male",0,2,0,0,NA,"90856",NA
"96",82,"15590a95-c762-42b4-8e38-6f479473bd1e","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/22/2022 3:43:15 AM",121.893983569317,-33.8654891865764,82,"15590a95-c762-42b4-8e38-6f479473bd1e","Boat","2/22/2022 3:43:57 AM","Cray",NA,"10:40","11:10",26,10,0,0,"Abalone","BagLimit","Scuba diving","5160b5dd-2842-4cc8-8721-deec50860fae",NA,121.901858942208,-33.9254288679162,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"5e5ab559-af5c-47d7-b4e1-3eac708af8ba","15590a95-c762-42b4-8e38-6f479473bd1e",42,40,"AOW",500,1963,0,"Esperance","Male",1,0,0,0,4,"GB557","Avidity for extractive diving, only fishing he does"
"97",82,"15590a95-c762-42b4-8e38-6f479473bd1e","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/22/2022 3:43:15 AM",121.893983569317,-33.8654891865764,83,"15590a95-c762-42b4-8e38-6f479473bd1e","Boat","2/19/2022 3:51:30 AM","Cray",NA,"09:00","09:39",29,2,0,0,"Cray","Other","No air, scuba diving","98018f20-4c01-43d6-a007-443a168388b7",NA,122.22561431104,-33.9922200531184,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"5e5ab559-af5c-47d7-b4e1-3eac708af8ba","15590a95-c762-42b4-8e38-6f479473bd1e",42,40,"AOW",500,1963,0,"Esperance","Male",1,0,0,0,4,"GB557","Avidity for extractive diving, only fishing he does"
"98",82,"15590a95-c762-42b4-8e38-6f479473bd1e","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/22/2022 3:43:15 AM",121.893983569317,-33.8654891865764,84,"15590a95-c762-42b4-8e38-6f479473bd1e","Boat","2/19/2022 3:52:48 AM","Cray",NA,"11:00","11:30",24,4,0,0,"4 abalone, 1 cray","Other","No air, scuba diving","95a399a8-272a-43ef-8786-8478be7d293c",NA,122.227685148755,-33.9901177127873,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"5e5ab559-af5c-47d7-b4e1-3eac708af8ba","15590a95-c762-42b4-8e38-6f479473bd1e",42,40,"AOW",500,1963,0,"Esperance","Male",1,0,0,0,4,"GB557","Avidity for extractive diving, only fishing he does"
"99",83,"1ad75c2b-5aaf-47dd-a8cc-2c8069b590d2","NSH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,0,"2/22/2022 4:17:09 AM",121.894190158476,-33.8646769916126,85,"1ad75c2b-5aaf-47dd-a8cc-2c8069b590d2","Boat",NA,"Demersal","Bait","08:30","12:00",45,5,2,0,"Blue morwong, breaksea cod, blue devil","EndOfDay",NA,"8a478cfb-3cea-4bbc-af50-17664b89238a",NA,121.87663777851,-33.9280215239494,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,"e418fa23-ffd7-43a1-bea6-654b6ec17070","1ad75c2b-5aaf-47dd-a8cc-2c8069b590d2",100,60,"None",0,1951,0,"Esperance","Male",0,1,0,0,4,"DX350",NA
"100",84,"282d3f35-d0cd-4678-9cbf-455d021c089f","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/22/2022 4:48:36 AM",121.894188276505,-33.8651313677191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"dd176bc7-de51-43a7-a986-727b273c2e1f","282d3f35-d0cd-4678-9cbf-455d021c089f","Boat",NA,"JetSki","11:90",12:45:00,NA,"Access","Weather",1,4,NA,NA,121.906288136021,-33.8798356647241,"NonExtractive",73,"ee43f073-aa6a-4f62-aca9-00e6ba964e3a","282d3f35-d0cd-4678-9cbf-455d021c089f",7,27,"None",NA,1990,0,"Esperance","Male",0,0,0,0,3,"Gm620",NA
"101",85,"f961cc07-f0c7-4fbd-a3d2-d9890a9f2f4a","NSH","EsperanceBR","Yes","No","No","No",NA,"Yes",NA,NA,0,"2/26/2022 1:35:50 AM",121.89375221091,-33.8637716507393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",86,"175d1c3c-38b0-4ae7-a973-9af6e2eb2509","NSH","EsperanceBR","Yes","No","Yes","No",2,"Yes",1,"0",6,"2/26/2022 1:54:12 AM",121.894219027634,-33.8657920906764,86,"175d1c3c-38b0-4ae7-a973-9af6e2eb2509","Boat",NA,"Demersal","Bait","07:00","09:45",50,1,2,0,"Blue fin tuna","ActivityChange",NA,"c3b46cdc-2fa2-4771-a3da-6c1784422d12","Conditions",121.859800253593,-33.8913999302527,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,"28823897-7edd-4978-8077-23523e1ac8ef","175d1c3c-38b0-4ae7-a973-9af6e2eb2509",6,50,"None",0,1959,6071,"Esperance","Male",1,1,0,0,5,"75708",NA
"103",87,"bba0a9bd-5d4d-4e86-bc35-7ac22f1c0ec8","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/17/2022 2:12:40 AM",121.931554546961,-33.8333601957516,87,"bba0a9bd-5d4d-4e86-bc35-7ac22f1c0ec8","Boat","2/17/2022 2:13:36 AM","Trolling","Lure","07:00","10:00",30,1,0,0,"Snook","EndOfDay",NA,"75fb2b7d-16b8-40e0-8bee-ea8430c590f1",NA,121.912876722573,-33.9157347334301,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"d3f8107a-8cb0-48a7-8091-2e4e7fe1d60b","bba0a9bd-5d4d-4e86-bc35-7ac22f1c0ec8",52,20,"OW",400,1989,6450,"Esperance","Male",NA,NA,NA,NA,4,"Ey540",NA
"104",88,"1adcb2a0-ecb1-47df-b8d0-a777e6de2176","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/17/2022 2:17:04 AM",121.931631622413,-33.8331969273926,88,"1adcb2a0-ecb1-47df-b8d0-a777e6de2176","Boat","2/17/2022 2:17:38 AM","Demersal","Both","05:00","09:00",50,10,10,0,"Nannygui, break sea cod, harlequin, break sea, swallow rail, queen snapper","EndOfDay","Too many octopus traps and marine debri","79b82226-8d19-4575-86a9-c54a049e61bb","Other",121.97304738588,-33.9242098449453,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,"08c33ca2-55f3-45f1-b5ba-a2779c2c54bf","1adcb2a0-ecb1-47df-b8d0-a777e6de2176",10,30,"None",NA,1982,6450,"Esperance","Male",NA,1,NA,NA,5,"201",NA
"105",89,"04176d5c-585d-4a82-a942-f3c8dddf0890","EH","BandyCreekBR","Yes","Yes","Yes","Yes",7,"Yes",2,"7",0,"2/17/2022 2:24:13 AM",121.930904880856,-33.8332986077823,89,"04176d5c-585d-4a82-a942-f3c8dddf0890","Boat","2/17/2022 2:24:40 AM","Casting","Lure","08:00","10:00",11,0,20,0,"Herring","Weather",NA,"378172e1-9e41-493b-9fbd-5660584e4a8d",NA,121.955693878545,-33.8555228309262,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,"a8a85c1a-32c7-4b71-9ebd-5edee0a43179","04176d5c-585d-4a82-a942-f3c8dddf0890",24,15,"None",NA,1990,6164,"Esperance","Male",1,NA,NA,NA,3,"Gq675",NA
"106",90,"e5379b65-1d61-4294-985a-65399a766c26","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/17/2022 3:44:45 AM",121.931310454037,-33.8330929060611,90,"e5379b65-1d61-4294-985a-65399a766c26","Boat","2/17/2022 3:45:41 AM","Casting","Both","06:30","11:30",13,26,12,0,"Herring, whiting, squid","Weather",NA,"87efec95-f090-4412-8392-e08550ba0221",NA,122.029399892124,-33.9366275334383,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,"619e4903-8435-4131-956f-d020f7605b7c","e5379b65-1d61-4294-985a-65399a766c26",20,8,"None",NA,1964,6450,"Esperance","Female",NA,NA,NA,NA,5,"Bu962",NA
"107",91,"fa64a3e7-2973-4381-914d-fcdffe228ab8","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/17/2022 3:51:57 AM",121.930971801752,-33.8335526011589,91,"fa64a3e7-2973-4381-914d-fcdffe228ab8","Boat","2/17/2022 3:52:26 AM","Casting","Both","08:00","11:30",8,4,3,0,"Herring","Weather",NA,"d2b909c5-6542-4b03-8b0b-899ba76128b2",NA,121.996375529779,-33.8353134633522,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,"d8b0054c-2a77-4bd3-b64d-26a7da89c41d","fa64a3e7-2973-4381-914d-fcdffe228ab8",55,20,"None",NA,1999,6450,"Esperance","Female",NA,1,NA,NA,3,"Ab405",NA
"108",92,"a1317a62-1007-43e4-b57b-6f082494e665","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/17/2022 4:44:20 AM",121.931014457355,-33.833446108865,92,"a1317a62-1007-43e4-b57b-6f082494e665","Boat","2/17/2022 4:45:39 AM","Casting","Lure","09:00","10:00",4,1,0,0,"Squid","ActivityChange",NA,"5e9169f7-2af6-48f9-ab47-0b23945b7b8a",NA,121.950602102649,-33.8437479533773,"Extractive",18,"b18c7462-9b64-4d6a-a57e-3818d594fcd1","a1317a62-1007-43e4-b57b-6f082494e665","Shore",NA,"Other","10:10",12:30:00,NA,"Explore","Weather",1,3,"They went for lunch at woody island , the restaurant.",NA,122.008047127365,-33.9625813824948,"NonExtractive",80,"59496220-6a0a-4c46-8f8b-29d16970ad14","a1317a62-1007-43e4-b57b-6f082494e665",20,41,"None",NA,1974,6450,"Esperance","Male",2,1,NA,NA,6,"Gs158",NA
"109",93,"2242e510-eb13-4c0e-9000-9656a79ad96c","EH","BandyCreekBR","Yes","Yes","Yes","Yes",14,"Yes",5,"7",0,"2/17/2022 5:12:03 AM",121.931146692958,-33.8331372838948,93,"2242e510-eb13-4c0e-9000-9656a79ad96c","Boat",NA,"Casting","Both","08:00","08:30",40,0,0,0,"0","LowCatch",NA,"e4ba5e67-70eb-4728-a0fa-ca805d28095f",NA,121.926797841768,-34.1357772461529,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"3c45156f-c153-4f15-92a2-6b3a26a256f4","2242e510-eb13-4c0e-9000-9656a79ad96c",30,28,"None",NA,1990,6343,"Esperance","Male",1,NA,NA,NA,4,"Du287",NA
"110",93,"2242e510-eb13-4c0e-9000-9656a79ad96c","EH","BandyCreekBR","Yes","Yes","Yes","Yes",14,"Yes",5,"7",0,"2/17/2022 5:12:03 AM",121.931146692958,-33.8331372838948,94,"2242e510-eb13-4c0e-9000-9656a79ad96c","Boat",NA,"Casting","Both","08:40","11:00",70,3,1,0,"Break sea cod, queen snapper","Weather",NA,"d7c911e8-c055-43bc-9771-54e0a9d4edcd",NA,121.82813163676,-34.2516343854631,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"3c45156f-c153-4f15-92a2-6b3a26a256f4","2242e510-eb13-4c0e-9000-9656a79ad96c",30,28,"None",NA,1990,6343,"Esperance","Male",1,NA,NA,NA,4,"Du287",NA
"111",94,"00ebd7d6-c03f-43aa-ae64-1fe5ab20fcff","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/18/2022 1:39:38 AM",121.931156523222,-33.8331268132593,95,"00ebd7d6-c03f-43aa-ae64-1fe5ab20fcff","Boat",NA,"Casting","Both","07:30","09:20",20,2,5,0,"Herring, black arse, flatly","ActivityChange",NA,"00c8e5b7-af53-403d-9a86-7ada1bc03634",NA,121.949034742802,-33.8638690257964,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"d17b4409-1a7a-4865-b9fd-b7f99ecd73df","00ebd7d6-c03f-43aa-ae64-1fe5ab20fcff",12,6,"OW",20,2001,6450,"Esperance","Male",NA,1,NA,NA,4,"Catcher (small writing)",NA
"112",95,"a275649f-2910-4fa3-abd1-778727ac2efc","EH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,0,"2/18/2022 3:13:29 AM",121.931232881818,-33.8335862111899,96,"a275649f-2910-4fa3-abd1-778727ac2efc","Boat",NA,"Casting","Bait","07:30","11:00",30,0,0,0,NA,"Weather","Checking out the artificial reef, but no luck with catching anything","71b2e38c-948d-43d0-a354-f5f69ac08f10",NA,121.989716440749,-33.9024671036727,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,"fe7ae2a7-286e-45d4-861b-f93ac4c3ab90","a275649f-2910-4fa3-abd1-778727ac2efc",100,35,"None",NA,1971,6450,"Esperance","Male",NA,1,NA,NA,6,"Gs185",NA
"113",96,"cafab483-d30b-4a36-8873-84384ed691c1","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/18/2022 4:44:33 AM",121.931301224746,-33.8332003770584,97,"cafab483-d30b-4a36-8873-84384ed691c1","Boat",NA,"Casting","Bait","08:00","11:00",70,15,6,0,"Red snapper, black ass, break sea cod, queeny,","Weather",NA,"adb2a7a7-89b6-4952-962e-78d6662ed830",NA,122.107096518639,-34.1985083163575,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,"ae2e2a25-ae6f-48e2-9f00-950705b58344","cafab483-d30b-4a36-8873-84384ed691c1",24,15,"None",NA,1975,6450,"Esperance","Female",1,1,NA,NA,9,"Gn707",NA
"114",97,"0c7d9c06-fce7-4549-bb10-b5c7d625891b","NSH","EsperanceBR","Yes","No","Yes","No",NA,"Yes",NA,NA,0,"2/19/2022 1:37:43 AM",121.893601184348,-33.8646425464441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"89e5a7df-fc67-4251-8cdb-992db71869ea","0c7d9c06-fce7-4549-bb10-b5c7d625891b","Boat",NA,"JetSki","09:45",10:15:00,0,"NaturalSurroundings","EndOfDay",12,9,"To while bay and back",NA,121.962134340093,-33.8479562702501,"NonExtractive",85,"1cd0876c-f135-4cde-9d57-60280e24795b","0c7d9c06-fce7-4549-bb10-b5c7d625891b",6,30,"OW",39,1978,0,"Esperance","Female",0,2,0,2,2,"EP001",NA
"115",98,"51dfa3f7-82df-41cf-a0f8-1aa93ffd6a6c","NSH","EsperanceBR","Yes","No","Yes","No",3,"Yes",1,"All",3,"2/19/2022 1:48:30 AM",121.89421383627,-33.8644885776094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"1013d023-050f-4fd2-b1ae-e10552df14e0","51dfa3f7-82df-41cf-a0f8-1aa93ffd6a6c","Boat","2/19/2022 1:48:48 AM","JetSki","07:30",09:45:00,NA,"Megafauna","EndOfDay",1,1,"Looking for dolphins, saw adult and calf","Other",121.944337295875,-33.8515829901124,"NonExtractive",86,"43aae8d9-8827-43ba-ac9b-a5274d33ff05","51dfa3f7-82df-41cf-a0f8-1aa93ffd6a6c",0,0,"None",NA,1981,6430,"Esperance","Female",1,1,1,0,2,NA,"JetSki training"
"116",99,"e8769595-a7cf-4616-b37c-fceb5542f34a","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 2:30:41 AM",121.893826233886,-33.8646572537823,98,"e8769595-a7cf-4616-b37c-fceb5542f34a","Boat",NA,"Trolling","Lure","08:00","10:00",0,5,1,0,"Herring","Weather","Saw pod dolphin - not direct conflict but worried about getting in way off sailing club","a3efd9ac-1c48-4235-b698-9ba75d25548a","ConflictDifferent",121.914762261202,-33.8629952704877,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,"1cd0e281-b1bb-4a10-9995-13a337b5c76c","e8769595-a7cf-4616-b37c-fceb5542f34a",5,40,"None",0,1956,0,"Esperance","Female",0,1,1,0,4,"DM815",NA
"117",100,"4da40b00-6cd5-4896-aea9-ae5dd656ecdc","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 2:42:31 AM",121.894178860365,-33.8647509034469,99,"4da40b00-6cd5-4896-aea9-ae5dd656ecdc","Boat",NA,"Casting","Bait","09:46","10:30",8,0,0,0,NA,"EndOfDay",NA,"9961e7ab-1014-4d0f-904f-2255b04c523d",NA,121.898810454494,-33.8644506272708,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,"7c9fcbf0-317d-4a5d-9b4f-3a17d0b1d6d0","4da40b00-6cd5-4896-aea9-ae5dd656ecdc",20,20,"None",0,1988,0,"Esperance","Male",0,0,0,1,3,"69823",NA
"118",101,"4c37abe2-3fbd-4ed5-bba2-f35cff58bb67","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 2:53:34 AM",121.894364547524,-33.8655776288516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"b81303e7-b6ea-47d8-a102-871c854c3a4c","4c37abe2-3fbd-4ed5-bba2-f35cff58bb67","Boat",NA,"TowSport","09:00",10:45:00,NA,"Access","EndOfDay",12,2,NA,NA,121.916589639306,-33.8445026494317,"NonExtractive",89,"a627795c-c876-4d46-aa31-9daaec4dfa97","4c37abe2-3fbd-4ed5-bba2-f35cff58bb67",10,4,"None",0,2000,0,"Esperance","Male",1,1,0,0,2,"Gj673","Jet ski"
"119",102,"82356359-03c8-4040-9730-e90cdfb90f38","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 3:22:35 AM",121.893826233886,-33.8646572537823,100,"82356359-03c8-4040-9730-e90cdfb90f38","Boat",NA,"Demersal","Bait","06:00","09:30",20,2,6,0,"Samson, queen snapper,","EndOfDay",NA,"8b843165-4a33-4dd8-97be-c38ffed4b46c",NA,121.863847258271,-33.9239095290822,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"c5854e4b-5c41-4382-b537-83d1faaaee9b","82356359-03c8-4040-9730-e90cdfb90f38",24,3,"None",0,1987,0,"Esperance","Female",0,1,0,1,2,"EX236",NA
"120",103,"05a82126-6c04-46d6-8c92-aebbb78f2a8b","NSH","EsperanceBR","Yes","No","Yes","Yes",5,"Yes",1,"3",0,"2/19/2022 3:27:45 AM",121.893601184348,-33.8646425464441,101,"05a82126-6c04-46d6-8c92-aebbb78f2a8b","Boat","2/19/2022 3:28:01 AM","Demersal","Bait","09:00","11:00",24,0,0,0,NA,"ActivityChange",NA,"e74d86ed-4c42-4179-8790-c180e0276549",NA,121.895356805027,-33.8812865468637,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"862539b2-8fd8-4513-b3df-081dd73be2ec","05a82126-6c04-46d6-8c92-aebbb78f2a8b",20,15,"OW",12,1969,6230,"Esperance","Male",0,1,0,NA,3,"A3O10",NA
"121",104,"4e0c97df-f4e1-45b4-ad54-c0dc16f8470c","NSH","EsperanceBR","Yes","No","No","Yes",NA,"Yes",1,"3",0,"2/19/2022 3:34:54 AM",121.893826233886,-33.8646572537823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",105,"38649731-bad5-4ab5-99d2-470be1d85d8b","NSH","EsperanceBR","Yes","Yes","No","Yes",NA,"Yes",NA,NA,0,"2/19/2022 3:38:34 AM",121.893826233886,-33.8646572537823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",106,"99541474-93ff-4b55-af57-8615892206f5","NSH","EsperanceBR","Yes","Yes","No","Yes",NA,"Yes",NA,NA,0,"2/19/2022 3:45:27 AM",121.894364547524,-33.8655776288516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",107,"e2c71f7c-ed3b-4b6c-a4dd-23495340d369","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 4:08:12 AM",121.894188276505,-33.8651313677191,102,"e2c71f7c-ed3b-4b6c-a4dd-23495340d369","Boat",NA,"Demersal","Bait","07:00","08:00",60,2,0,0,"Swallow tail, nannygui","LowCatch",NA,"4e21f92f-3ca1-498e-8262-245cdd2fa0c0",NA,121.93638070091,-34.1384036131576,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,"63cd334b-390f-43c7-9d13-8589d14a5b14","e2c71f7c-ed3b-4b6c-a4dd-23495340d369",1,11,"None",0,2002,0,"Esperance","Male",0,2,0,0,4,"EB752",NA
"125",108,"03725eb2-3931-4f63-aa4f-7b85b962b03e","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 4:29:52 AM",121.89399898261,-33.865724200002,103,"03725eb2-3931-4f63-aa4f-7b85b962b03e","Boat",NA,"Demersal","Bait","10:00","11:00",40,2,0,0,"Nannagui, black arse","ActivityChange",NA,"f3bf78d3-d558-4609-9e90-994c4bdf2669",NA,122.01131530437,-33.9713020280841,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,"4b1c2d3c-2b90-4b16-925e-aae9a93304b2","03725eb2-3931-4f63-aa4f-7b85b962b03e",20,35,"None",0,1974,0,"Esperance","Male",0,1,0,1,4,"BS603","Wearing EDSAC top"
"126",108,"03725eb2-3931-4f63-aa4f-7b85b962b03e","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 4:29:52 AM",121.89399898261,-33.865724200002,104,"03725eb2-3931-4f63-aa4f-7b85b962b03e","Boat",NA,"Trolling","Lure","11:20","11:45",0,0,0,0,NA,"ActivityChange","Between woody and cull island","80350577-9f53-4b21-862e-0522da7286bf",NA,121.952538066409,-33.9456512403989,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,"4b1c2d3c-2b90-4b16-925e-aae9a93304b2","03725eb2-3931-4f63-aa4f-7b85b962b03e",20,35,"None",0,1974,0,"Esperance","Male",0,1,0,1,4,"BS603","Wearing EDSAC top"
